"DBN","SCHOOL_NAME","BOROUGH","DISTRICT","ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COMMUNITY_SCHOOL","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
"10X280","P.S./M.S. 280 MOSHOLU PARKWAY","X",10,"3202 STEUBEN AVE BRONX, NY 10467",10467,40.877179,-73.881546,"No",83.7,37116.54,12,11,9,74,5,93,22,95,92,96,84,81,94,6.25,0,0,101,2.48,2.66,24.6153846153846,13.6,47.8310502283105,41,0,0
"10X308","BRONX DANCE ACADEMY SCHOOL","X",10,"3617 BAINBRIDGE AVE BRONX, NY 10467",10467,40.885328,-73.878058,"No",82.4,NA,6,2,21,77,1,94,18,89,86,86,74,73,86,5.31914893617021,0,5.31914893617021,80,2.52,2.54,26.7674418604651,13,76.9516728624535,19,0,0
"10X315","P.S. 315 LAB SCHOOL","X",10,"2246 JEROME AVE BRONX, NY 10453",10453,40.857969,-73.903757,"No",86.8,26738.54,16,1,16,82,1,94,19,95,93,80,90,87,89,15.3846153846154,0,0,30,2.46,2.61,20.6842105263158,18.2,48.995983935743,12,0,0
"10X331","THE BRONX SCHOOL OF YOUNG LEADERS","X",10,"40 W TREMONT ST BRONX, NY 10453",10453,40.851349,-73.910712,"Yes",89.4,NA,18,1,24,74,1,94,20,85,86,85,81,84,90,0,0,0,128,2.2,2.14,18.5114503816794,12,48.1662591687042,35,0,0
"10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS","X",10,"2780 RESERVOIR AVE BRONX, NY 10468",10468,40.870295,-73.897019,"No",85.7,NA,61,0,0,99,0,97,8,91,93,87,88,82,92,3.63636363636364,0,3.63636363636364,51,2.15,2.18,23.5714285714286,11.9,48.9483747609943,0,0,0
"10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE","X",10,"120 E 184TH ST BRONX, NY 10468",10468,40.859506,-73.900475,"Yes",88.6,NA,32,2,12,85,1,92,27,92,91,87,90,80,93,0,0,0,181,2.24,2.15,25.7826086956522,10.5,43.4470377019749,45,0,0
"10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)","X",10,"2975 TIBBETTS AVE BRONX, NY 10463",10463,40.87956,-73.909674,"No",74.9,NA,15,4,10,82,4,94,22,77,73,81,64,71,84,8.28025477707006,0.636942675159236,5.73248407643312,155,2.37,2.28,24.2168674698795,15,46.6600199401795,27,0,0
"10X390","M.S. 390","X",10,"1930 ANDREWS AVE BRONX, NY 10453",10453,40.854367,-73.913024,"No",91.1,NA,26,1,13,85,1,93,24,84,84,82,80,77,86,1.50375939849624,0,1.50375939849624,163,2.15,2.13,24.34,12.5,43.4137291280148,24,0,0
"10X391","THE ANGELO PATRI MIDDLE SCHOOL","X",10,"2225 WEBSTER AVE BRONX, NY 10457",10457,40.854655,-73.897036,"Yes",91.1,NA,36,1,25,72,1,90,35,86,84,82,78,80,88,4.16666666666667,0,3.57142857142857,190,2.09,1.98,22.9891304347826,11.2,43.9622641509434,17,0,0
"10X447","CRESTON ACADEMY","X",10,"125 E 181ST ST BRONX, NY 10453",10453,40.855211,-73.903264,"No",89.8,NA,31,3,12,84,1,92,26,91,93,86,90,87,93,5.80645161290323,0.645161290322581,5.16129032258065,157,2.3,2.33,28.3768115942029,10.8,51.5217391304348,29,0,0
"10X459","EAST FORDHAM ACADEMY FOR THE ARTS","X",10,"120 E 184TH ST BRONX, NY 10468",10468,40.859506,-73.900475,"No",88.1,NA,26,2,12,84,1,92,27,77,78,83,71,78,83,0.961538461538462,0,0,102,2.14,1.97,22.9333333333333,11.5,49.2805755395683,10,0,0
"11X019","P.S. 019 JUDITH K. WEISS","X",11,"4318 KATONAH AVE BRONX, NY 10470",10470,40.899321,-73.867223,"No",35,62840.53,8,4,8,28,59,95,9,96,96,89,94,83,95,32.2033898305085,0,15.2542372881356,46,2.81,2.98,26.2903225806452,16,47.7495107632094,24,0,0
"11X083","P.S. 083 DONALD HERTZ","X",11,"950 RHINELANDER AVE BRONX, NY 10462",10462,40.849167,-73.858861,"No",61.1,51523.99,12,10,9,49,32,95,11,85,87,84,76,77,87,18.8940092165899,0,8.29493087557604,229,2.6,2.76,29.6444444444444,14.7,48.6454652532391,77,13,1
"11X089","P.S. 089 BRONX","X",11,"980 MACE AVE BRONX, NY 10469",10469,40.862563,-73.859202,"No",73.7,42125.55,21,7,22,54,17,93,22,88,85,82,82,78,87,4.14201183431953,1.77514792899408,2.9585798816568,159,2.3,2.29,30.4705882352941,17.2,50.3875968992248,25,0,0
"11X127","J.H.S. 127 THE CASTLE HILL","X",11,"1560 PURDY ST BRONX, NY 10462",10462,40.838494,-73.853201,"No",71.6,NA,18,31,23,41,4,94,17,90,93,84,89,76,93,9.95260663507109,1.4218009478673,5.21327014218009,285,2.49,2.62,25.2137404580153,13.9,50.2481389578164,133,9,1
"11X144","J.H.S. 144 MICHELANGELO","X",11,"2545 GUNTHER AVE BRONX, NY 10469",10469,40.86429,-73.836566,"No",69.1,NA,7,3,65,29,2,90,33,89,91,83,84,73,86,4.63576158940397,2.64900662251656,2.64900662251656,177,2.29,2.1,22.8041237113402,13.5,46.7479674796748,42,0,0
"11X175","P.S. 175 CITY ISLAND","X",11,"200 CITY ISLAND AVE BRONX, NY 10464",10464,40.84379,-73.784691,"No",24.7,73103.77,2,6,9,29,54,95,13,93,96,85,88,87,90,26.4705882352941,0,11.7647058823529,44,2.86,3.03,26.8181818181818,13.5,51.2048192771084,14,0,0
"11X180","M.S. 180 DR. DANIEL HALE WILLIAMS","X",11,"700 BAYCHESTER AVE BRONX, NY 10475",10475,40.873204,-73.832178,"No",50.4,NA,1,3,69,23,3,95,13,87,94,86,90,94,94,12.9963898916967,8.66425992779783,7.94223826714801,305,2.71,2.71,25.5849056603774,15.8,54.6487603305785,151,0,0
"11X181","I.S. 181 PABLO CASALS","X",11,"800 BAYCHESTER AVE BRONX, NY 10475",10475,40.874988,-73.832178,"No",53.4,NA,3,5,63,26,4,93,21,87,90,86,84,77,91,14.2857142857143,8.91472868217054,10.8108108108108,290,2.66,2.67,23.4900662251656,14.5,46.6591166477916,124,8,1
"11X194","P.S./M.S. 194","X",11,"2365 WATERBURY AVE BRONX, NY 10462",10462,40.835236,-73.846547,"No",76.4,45253.24,14,33,8,53,4,95,16,92,87,85,79,76,88,12.5,0,11.1111111111111,164,2.5,2.82,28.8472222222222,14.1,48.868778280543,64,8,1
"11X287","NORTH BRONX SCHOOL OF EMPOWERMENT","X",11,"3710 BARNES AVE BRONX, NY 10467",10467,40.880634,-73.860155,"No",73.7,NA,8,3,58,33,1,89,39,86,84,78,84,73,88,1.38888888888889,0,1.38888888888889,182,2.15,1.97,23.0693069306931,12.3,45.4225352112676,23,0,0
"11X326","BRONX GREEN MIDDLE SCHOOL","X",11,"2441 WALLACE AVE BRONX, NY 10467",10467,40.86206,-73.864588,"No",77.8,NA,16,8,26,57,9,92,27,91,92,85,88,78,93,1.63934426229508,0.819672131147541,1.63934426229508,133,2.28,2.26,31.5185185185185,15,47.0886075949367,37,0,0
"11X355","BRONX ALLIANCE MIDDLE SCHOOL","X",11,"3750 BAYCHESTER AVE BRONX, NY 10466",10466,40.886043,-73.840576,"No",72.9,NA,7,5,61,31,2,93,26,84,89,82,82,84,92,0,0,0,132,2.08,2.08,22.2258064516129,11.5,46.6076696165192,24,0,0
"11X370","LEADERS OF TOMORROW","X",11,"3710 BARNES AVE BRONX, NY 10467",10467,40.880634,-73.860155,"Yes",77.1,NA,19,4,50,40,3,88,46,93,88,81,88,77,91,3.125,3.125,3.125,128,2.13,2.06,23.2840909090909,9.5,42.75,29,0,0
"11X462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA)","X",11,"3441 STEENWICK AVE BRONX, NY 10475",10475,40.883064,-73.830908,"No",63.1,NA,3,0,67,29,2,93,22,91,84,86,79,78,90,9.72222222222222,7.2463768115942,9.72222222222222,94,2.49,2.53,32.5294117647059,14.9,46.4419475655431,24,0,0
"11X468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT","X",11,"2441 WALLACE AVE BRONX, NY 10467",10467,40.86206,-73.864588,"No",70.5,NA,11,7,18,64,10,93,17,86,93,90,89,83,90,5.6,0,4.42477876106195,102,2.46,2.36,33.0428571428571,13,46.749226006192,35,0,0
"11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY","X",11,"1640 BRONXDALE AVE BRONX, NY 10462",10462,40.845031,-73.857976,"No",64.7,45355.72,6,7,12,65,14,95,10,91,88,87,86,82,90,8.42105263157895,0,6.31578947368421,95,2.65,2.76,28.8205128205128,14.6,47.3270440251572,36,0,0
"11X529","ONE WORLD MIDDLE SCHOOL AT EDENWALD","X",11,"3750 BAYCHESTER AVE BRONX, NY 10466",10466,40.886043,-73.840576,"No",70.1,NA,7,3,60,32,2,93,24,89,90,84,88,79,93,1.05263157894737,0,1.05263157894737,121,2.34,2.31,24.7692307692308,9.1,43.9759036144578,35,0,0
"11X532","BAYCHESTER MIDDLE SCHOOL","X",11,"3750 BAYCHESTER AVE BRONX, NY 10466",10466,40.886043,-73.840576,"No",70.2,NA,5,1,68,27,1,93,26,85,83,89,80,80,84,1.0989010989011,0,1.0989010989011,107,2.25,2.52,27.5,12.4,43,15,0,0
"11X556","BRONX PARK MIDDLE SCHOOL","X",11,"2441 WALLACE AVE BRONX, NY 10467",10467,40.86206,-73.864588,"No",77,NA,16,7,26,57,9,92,27,89,88,80,83,84,90,2.94117647058824,2.20588235294118,1.47058823529412,147,2.19,2.15,31.0975609756098,9.9,49.2610837438424,52,0,0
"11X566","PELHAM GARDENS MIDDLE SCHOOL","X",11,"2545 GUNTHER AVE BRONX, NY 10469",10469,40.86429,-73.836566,"No",71.4,NA,7,2,67,27,2,92,31,84,91,87,88,78,94,0.704225352112676,0.704225352112676,0.704225352112676,162,2.29,2.22,24.7066666666667,12.3,49.6674057649667,31,0,0
"12X098","J.H.S. 098 HERMAN RIDDER","X",12,"1619 BOSTON RD BRONX, NY 10460",10460,40.835821,-73.890983,"No",86.5,NA,21,1,29,67,2,90,35,85,90,76,87,91,92,1.61290322580645,0,1.61290322580645,75,2.07,2.15,22.55,13.1,60,0,0,0
"12X129","M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP","X",12,"2055 MAPES AVE BRONX, NY 10460",10460,40.845682,-73.886532,"No",91,NA,14,2,32,63,1,92,28,89,92,86,88,83,94,6.25,1.13636363636364,6.25,169,2.26,2.25,28.8450704225352,13.3,47.1953578336557,29,0,0
"12X190","E.S.M.T- I.S. 190","X",12,"1550 CROTONA PARK E BRONX, NY 10460",10460,40.836359,-73.89275,"No",85.2,NA,10,1,25,71,1,93,24,87,84,80,74,77,82,2.73972602739726,0,2.73972602739726,78,2.25,2.22,20.5416666666667,11.6,50.207468879668,19,0,0
"12X211","P.S. 211","X",12,"1919 PROSPECT AVE BRONX, NY 10457",10457,40.84385,-73.890063,"Yes",86.9,23881.24,24,0,15,84,1,92,30,87,79,86,65,82,81,3.50877192982456,0,0,85,2.22,2.36,24.6315789473684,13,52.5083612040134,7,0,0
"12X212","P.S. 212","X",12,"1180 TINTON AVE BRONX, NY 10456",10456,40.828715,-73.900452,"No",89.1,26962.88,19,1,35,61,1,91,35,89,90,84,84,78,90,3.50877192982456,0,3.50877192982456,62,2.15,2.26,24.5,14.1,49.6567505720824,0,0,0
"12X214","P.S. 214","X",12,"1970 W FARMS RD BRONX, NY 10460",10460,40.839183,-73.88028,"No",86.7,26979.39,10,2,25,70,1,91,33,85,89,82,86,78,90,11.4503816793893,1.52671755725191,8.3969465648855,151,2.24,2.36,28.4533333333333,13.7,49.165120593692,28,0,0
"12X217","SCHOOL OF PERFORMING ARTS","X",12,"977 FOX ST BRONX, NY 10459",10459,40.822084,-73.894038,"Yes",87,NA,21,3,28,67,1,90,38,79,77,71,73,82,82,1.06382978723404,0,1.06382978723404,96,2.11,1.98,22.7169811320755,9.4,57.6666666666667,8,0,0
"12X242","MOTT HALL V","X",12,"1551 E 172ND ST BRONX, NY 10472",10472,40.831694,-73.877464,"No",79.5,NA,10,4,18,76,1,94,22,82,87,89,80,74,92,6,1,5,94,2.36,2.31,24.6849315068493,11.6,49.1202346041056,17,0,0
"12X267","BRONX LATIN","X",12,"800 HOME ST BRONX, NY 10456",10456,40.827387,-73.900529,"No",83.5,NA,12,2,21,77,0,94,13,93,97,91,96,87,96,12.6760563380282,0,0,83,2.34,2.33,19.0185185185185,12.4,47.3229706390328,0,0,0
"12X271","EAST BRONX ACADEMY FOR THE FUTURE","X",12,"1716 SOUTHERN BLVD BRONX, NY 10460",10460,40.836839,-73.887671,"Yes",85.3,NA,11,1,26,72,1,87,48,85,91,84,92,75,93,3.7037037037037,0,3.7037037037037,88,2.23,2.16,21.3220338983051,10.5,51.4157973174367,14,0,0
"12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","X",12,"2111 CROTONA AVE BRONX, NY 10457",10457,40.848711,-73.888912,"No",82.3,NA,8,1,30,67,1,90,37,81,92,80,89,78,92,6.25,0,5,73,2.25,2.19,19.9047619047619,14.7,52.6785714285714,11,0,0
"12X286","FANNIE LOU HAMER MIDDLE SCHOOL","X",12,"1001 JENNINGS ST BRONX, NY 10460",10460,40.831394,-73.886584,"Yes",84.3,NA,16,1,26,71,1,92,20,89,94,86,93,80,94,1.20481927710843,0,1.20481927710843,88,2.23,2.17,23.1666666666667,9.8,50.7246376811594,0,0,0
"12X316","KAPPA III","X",12,"2055 MAPES AVE BRONX, NY 10460",10460,40.845682,-73.886532,"No",84.1,NA,9,2,30,65,2,94,19,92,93,86,89,80,94,7.01754385964912,1.76991150442478,5.26315789473684,128,2.43,2.52,25.8641975308642,13.9,42.8571428571429,34,0,0
"12X318","I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS","X",12,"1919 PROSPECT AVE BRONX, NY 10457",10457,40.84385,-73.890063,"No",87.8,NA,19,1,27,70,2,88,38,85,79,83,73,79,90,2.32558139534884,1.16279069767442,0,101,2.15,2.16,21.6862745098039,10.6,44.53125,18,0,0
"12X341","ACCION ACADEMY","X",12,"1825 PROSPECT AVE BRONX, NY 10457",10457,40.842605,-73.890915,"No",90.3,NA,18,2,25,69,3,88,40,85,91,83,87,80,92,6.25,0,6.25,55,2.2,2.07,20.2051282051282,13.6,47.682119205298,7,0,0
"12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","X",12,"2024 MOHEGAN AVE BRONX, NY 10460",10460,40.843884,-73.884317,"No",80.9,NA,11,1,27,69,2,87,42,90,76,83,62,78,79,1.63934426229508,0,1.63934426229508,70,2.27,2.24,17.5121951219512,9.3,47.3572938689218,6,0,0
"12X383","EMOLIOR ACADEMY","X",12,"1970 W FARMS RD BRONX, NY 10460",10460,40.839183,-73.88028,"No",83.9,NA,21,4,25,64,2,90,37,76,84,82,83,83,92,3.7037037037037,1.23456790123457,3.7037037037037,84,2.22,2.33,21.5833333333333,10.8,45.5598455598456,20,0,0
"12X384","ENTRADA ACADEMY","X",12,"977 FOX ST BRONX, NY 10459",10459,40.822084,-73.894038,"Yes",86.8,NA,33,2,16,80,1,92,23,74,73,80,70,77,85,1.14942528735632,0,1.14942528735632,72,2.04,1.97,21.7777777777778,10,41.3654618473896,10,0,0
"13K008","P.S. 008 ROBERT FULTON","K",13,"37 HICKS ST BROOKLYN, NY 11201",11201,40.700728,-73.992805,"No",17.9,111743.74,2,6,14,11,61,96,8,91,93,84,90,92,92,21.3333333333333,2.66666666666667,2.66666666666667,65,3.19,3.17,24,15.7,46.7248908296943,42,8,1
"13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","K",13,"300 ADELPHI ST BROOKLYN, NY 11205",11205,40.688432,-73.971169,"No",79.7,NA,3,4,75,18,2,92,28,81,79,83,73,76,85,2.7027027027027,0.900900900900901,1.8018018018018,89,2.31,2.21,20.4915254237288,12,43.2786885245902,20,0,0
"13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","K",13,"101 PARK AVE BROOKLYN, NY 11205",11205,40.697012,-73.976044,"No",78.2,NA,5,2,73,23,0,91,36,86,85,81,85,79,87,0,0,0,37,2.24,2.08,18.375,11.1,58.6486486486486,0,0,0
"13K266","M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL","K",13,"31 NEW YORK AVE BROOKLYN, NY 11216",11216,40.678907,-73.9465,"No",68.9,NA,2,1,78,19,1,91,33,84,88,75,85,85,92,4.8780487804878,0,4.8780487804878,67,2.23,2.1,17.4848484848485,10,44.375,8,0,0
"13K282","P.S. 282 PARK SLOPE","K",13,"180 6TH AVE BROOKLYN, NY 11217",11217,40.676626,-73.977783,"No",55.5,64025.89,4,3,59,25,9,92,26,89,78,82,75,89,86,0,0,0,100,2.52,2.51,NA,NA,47.4393530997305,38,0,0
"13K301","SATELLITE EAST MIDDLE SCHOOL","K",13,"344 MONROE ST BROOKLYN, NY 11216",11216,40.685945,-73.945303,"Yes",85.6,NA,18,17,65,14,2,88,47,89,86,84,80,79,85,3.33333333333333,3.33333333333333,0,31,2.14,1.99,21.2142857142857,7.5,48.4848484848485,0,0,0
"13K313","SATELLITE WEST MIDDLE SCHOOL","K",13,"209 YORK ST BROOKLYN, NY 11201",11201,40.701781,-73.981587,"No",85.9,NA,8,4,42,52,0,87,47,91,87,88,84,84,89,6.25,0,0,15,2.19,2.25,15.9803921568627,8.7,53.2663316582915,0,0,0
"13K351","THE URBAN ASSEMBLY UNISON SCHOOL","K",13,"170 GATES AVE BROOKLYN, NY 11238",11238,40.684336,-73.960549,"No",78,NA,16,15,68,14,3,90,37,75,88,68,89,86,87,0,0,0,45,2.21,2.07,23.1851851851852,9.5,50.3355704697987,21,0,0
"13K492","ACADEMY OF ARTS AND LETTERS","K",13,"225 ADELPHI ST BROOKLYN, NY 11205",11205,40.691059,-73.971016,"No",36.3,63016.09,1,7,39,17,31,95,10,94,96,90,92,91,93,31.0344827586207,8.7719298245614,8.7719298245614,58,2.82,2.83,30.375,14.6,54.7206165703276,26,0,0
"13K527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN","K",13,"283 ADAMS ST BROOKLYN, NY 11201",11201,40.694639,-73.988307,"No",69.5,NA,5,5,71,14,8,91,28,84,89,82,86,73,88,8,8,4,48,2.36,2.19,25.6875,12.7,100,22,0,0
"13K691","FORT GREENE PREPARATORY ACADEMY","K",13,"100 CLERMONT AVE BROOKLYN, NY 11205",11205,40.694425,-73.971627,"No",70.1,NA,7,2,65,28,4,93,22,74,78,76,70,82,84,2.56410256410256,1.28205128205128,2.56410256410256,76,2.27,2.11,24.6764705882353,9.7,44.2786069651741,17,0,0
"14K050","J.H.S. 050 JOHN D. WELLS","K",14,"183 S 3RD ST BROOKLYN, NY 11211",11211,40.711863,-73.960049,"Yes",82.2,NA,21,1,14,82,3,89,40,82,80,81,66,78,85,2.04081632653061,0,2.04081632653061,80,2.13,2.11,19.4736842105263,12.3,41.1764705882353,7,0,0
"14K071","JUAN MOREL CAMPOS SECONDARY SCHOOL","K",14,"215 HEYWARD ST BROOKLYN, NY 11206",11206,40.703878,-73.953472,"Yes",86.8,NA,22,1,15,78,5,90,35,88,92,82,88,77,91,3.03030303030303,0,1.51515151515152,85,2.06,1.99,17.8958333333333,8.6,46.6292134831461,0,0,0
"14K084","P.S. 084 JOSE DE DIEGO","K",14,"250 BERRY ST BROOKLYN, NY 11211",11211,40.714822,-73.963516,"No",57.7,57582.52,17,3,3,62,27,93,23,93,93,92,84,89,94,0,0,0,69,2.43,2.45,25.7272727272727,9.1,48.4237074401009,18,0,0
"14K126","JOHN ERICSSON MIDDLE SCHOOL 126","K",14,"424 LEONARD ST BROOKLYN, NY 11222",11222,40.719769,-73.947968,"Yes",77.7,NA,12,2,22,63,12,92,26,87,77,86,66,82,83,4.61538461538462,0,2.30769230769231,136,2.25,2.22,21.9861111111111,11.6,39.9470899470899,35,0,0
"14K157","P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY","K",14,"850 KENT AVE BROOKLYN, NY 11205",11205,40.695397,-73.960005,"No",85.9,42709.08,19,0,17,81,2,93,23,94,91,93,87,86,94,3.92156862745098,0,3.92156862745098,64,2.2,2.2,23.6410256410256,12.3,46.5553235908142,15,0,0
"14K318","I.S. 318 EUGENIO MARIA DE HOSTOS","K",14,"101 WALTON ST BROOKLYN, NY 11206",11206,40.703215,-73.948503,"No",67.8,NA,5,7,18,62,13,95,14,87,91,87,85,78,92,13.9186295503212,1.49892933618844,4.06852248394004,467,2.59,2.63,30.609756097561,15.6,50.6004803843074,222,27,1
"14K577","CONSELYEA PREPARATORY SCHOOL","K",14,"208 N 5TH ST BROOKLYN, NY 11211",11211,40.715274,-73.957057,"No",55.1,NA,3,3,3,59,35,95,16,92,91,88,89,78,92,18.4931506849315,0,4.79452054794521,169,2.85,2.6,31.828125,14.2,56.3745019920319,90,7,1
"14K582","M.S. 582","K",14,"207 BUSHWICK AVE BROOKLYN, NY 11206",11206,40.708781,-73.939529,"No",82.5,NA,11,0,23,72,3,92,29,97,96,93,92,84,95,1.40845070422535,0,1.40845070422535,100,2.38,2.15,19.609375,10.4,49.0566037735849,0,0,0
"14K586","LYONS COMMUNITY SCHOOL","K",14,"223 GRAHAM AVE BROOKLYN, NY 11206",11206,40.709765,-73.944519,"No",84.3,NA,11,1,40,56,1,88,39,85,95,84,92,84,93,0,0,0,72,2.11,1.89,19.7428571428571,10.7,45.7661290322581,6,0,0
"14K614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN","K",14,"325 BUSHWICK AVE BROOKLYN, NY 11206",11206,40.705023,-73.938707,"No",68,NA,4,4,58,33,2,92,26,84,88,85,83,81,93,2.7027027027027,2.7027027027027,0,50,2.52,2.44,23.5,13.7,100,0,0,0
"15K051","M.S. 51 WILLIAM ALEXANDER","K",15,"350 5TH AVE BROOKLYN, NY 11215",11215,40.67218,-73.984625,"No",24.8,NA,2,12,10,19,57,97,3,87,88,89,85,74,90,53.1073446327684,2.25988700564972,4.23728813559322,370,3.5,3.49,28.8169934640523,17,56.0352422907489,280,122,1
"15K088","J.H.S. 088 PETER ROUGET","K",15,"544 7TH AVE BROOKLYN, NY 11215",11215,40.660494,-73.9883,"No",71.9,NA,12,18,11,60,10,95,13,89,87,86,77,78,90,16.5775401069519,0,11.2299465240642,411,2.58,2.67,25.0290909090909,13.7,44.6666666666667,163,20,1
"15K136","I.S. 136 CHARLES O. DEWEY","K",15,"4004 4TH AVE BROOKLYN, NY 11232",11232,40.652095,-74.007424,"No",80.9,NA,36,6,3,84,7,94,19,91,94,89,87,83,94,2.83687943262411,0,2.83687943262411,169,2.19,2.13,22.9411764705882,10.4,50.1030927835052,18,0,0
"15K442","M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION","K",15,"317 HOYT ST BROOKLYN, NY 11231",11231,40.680431,-73.991704,"No",68.4,NA,7,6,26,47,19,92,27,84,90,85,83,82,92,10.9090909090909,3.77358490566038,7.27272727272727,79,2.36,2.3,20.7777777777778,7.9,35.9832635983264,25,0,0
"15K443","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS","K",15,"330 18TH ST BROOKLYN, NY 11215",11215,40.660969,-73.989018,"No",38.1,NA,1,6,13,35,45,95,10,93,94,86,89,83,93,29.8780487804878,4.26829268292683,5,184,3.1,3.11,31.1621621621622,16.2,72.1340388007055,94,19,1
"15K447","THE MATH & SCIENCE EXPLORATORY SCHOOL","K",15,"345 DEAN ST BROOKLYN, NY 11217",11217,40.683835,-73.980355,"No",24.4,NA,0,8,17,20,52,96,7,87,92,87,91,88,93,59.0062111801242,2.48447204968944,7.45341614906832,179,3.42,3.6,29.3333333333333,11.4,47.5378787878788,134,51,1
"15K448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES","K",15,"610 HENRY ST BROOKLYN, NY 11231",11231,40.679432,-74.001943,"No",63.5,NA,7,3,40,45,10,94,17,85,91,85,87,81,93,4.76190476190476,0,4.76190476190476,89,2.49,2.04,21.469387755102,10.6,48.8954344624448,6,0,0
"15K464","PARK SLOPE COLLEGIATE","K",15,"237 7TH AVE BROOKLYN, NY 11215",11215,40.669302,-73.97867,"No",65.2,NA,9,7,39,36,14,94,20,91,93,83,92,79,92,19.4444444444444,0,0,74,2.38,2.5,22.6,12.1,43.2721712538226,21,0,0
"15K497","SCHOOL FOR INTERNATIONAL STUDIES","K",15,"284 BALTIC ST BROOKLYN, NY 11201",11201,40.685159,-73.993634,"No",71,NA,11,5,43,34,16,95,13,83,85,73,79,71,80,0,0,0,99,2.14,2.01,26.8333333333333,14,44.7784810126582,32,6,1
"15K821","SUNSET PARK PREP","K",15,"4004 4TH AVE BROOKLYN, NY 11232",11232,40.652095,-74.007424,"No",80.7,NA,15,19,1,75,4,96,9,78,84,84,85,71,92,26.6666666666667,0,24.2424242424242,163,2.68,2.89,24.3647058823529,11.7,46.2301587301587,53,0,0
"15K839","M.S. 839","K",15,"713 CATON AVE BROOKLYN, NY 11218",11218,40.647837,-73.973229,"No",NA,NA,8,14,14,33,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,27.1176470588235,12,41.7177914110429,36,7,1
"16K035","M.S. 035 STEPHEN DECATUR","K",16,"272 MCDONOUGH ST BROOKLYN, NY 11233",11233,40.681708,-73.935722,"No",75.1,NA,1,1,85,14,0,92,28,97,97,93,92,94,96,2,2,2,81,2.41,2.39,26.7659574468085,14.4,54.2857142857143,27,0,0
"16K057","J.H.S. 057 WHITELAW REID","K",16,"125 STUYVESANT AVE BROOKLYN, NY 11221",11221,40.691396,-73.93314,"No",88.4,NA,3,0,66,32,1,90,36,95,99,92,97,86,97,6.81818181818182,4.54545454545455,4.54545454545455,81,2.37,2.29,16.1323529411765,10.2,52.2613065326633,9,0,0
"16K267","M.S. 267 MATH, SCIENCE & TECHNOLOGY","K",16,"800 GATES AVE BROOKLYN, NY 11221",11221,40.687938,-73.932378,"No",82.6,NA,10,2,63,25,3,86,46,97,93,86,92,80,91,14.2857142857143,8.57142857142857,10.7142857142857,87,2.43,2.42,19.5277777777778,12.3,47.940074906367,19,0,0
"16K308","P.S. 308 CLARA CARDWELL","K",16,"616 QUINCY ST BROOKLYN, NY 11221",11221,40.688447,-73.935295,"No",82.8,35536.41,5,2,78,19,0,89,44,87,86,86,77,83,86,0,0,0,57,2.27,2.01,13.4090909090909,9.2,42.5454545454545,8,0,0
"16K681","MADIBA PREP MIDDLE SCHOOL","K",16,"1014 LAFAYETTE AVE BROOKLYN, NY 11221",11221,40.691976,-73.931488,"No",75.9,NA,7,1,76,21,2,91,27,87,87,84,76,80,88,4.76190476190476,2.38095238095238,4.76190476190476,62,2.18,2.13,15.2291666666667,9.9,44.0251572327044,20,0,0
